Customer ID,Branch Code,City,Age,Age_Group,Avg. Annual Income/Month,Income_Segment,Avg_Balance,Balance_Risk_Level,Balance_Volatility,Balance_Growth,Balance_Growth_Rate,Avg_Products,Product_Adoption,Max_Products,Product_Diversity,Avg_CreditCard,Avg_Active,Activity_Status,Activity_Trend,Risk_Score,Risk_Category,Unpaid Tagging
15632575,1022,Surabaya,51,46-55,29000000,Very High Income,78300868.04,Low Risk,88083.775706237,0.19819938496933817,0.06611747508956287,2.0,Medium,2,1,1.0,0.5,Active,1,0.5541268794329671,High Risk,0
15632609,1022,Surabaya,44,36-45,45000000,Very High Income,560304.4450000001,Medium Risk,439469.04257486697,41964726.0,inf,1.0,Low,1,1,1.0,0.75,Active,0,0.5594096559554562,High Risk,0
15632665,1024,Surabaya,42,36-45,59000000,Very High Income,43182697.49,Low Risk,278543.1394073756,-1.2603136295805883,-0.42111388700542723,3.0,High,3,1,0.25,0.75,Active,1,0.4992444379245855,Medium Risk,1
15632789,1024,Surabaya,69,55+,22000000,Very High Income,101563897.65,Low Risk,152755.64291895516,0.3192741303646574,0.10635232950367464,1.25,Medium,2,2,1.0,0.5,Active,1,0.5928856028348712,High Risk,1
15632793,1022,Surabaya,24,18-25,20000000,Very High Income,54420635.48,Low Risk,72603.5,-0.26664554548901603,-0.08888185012848973,1.0,Low,1,1,0.25,0.25,Inactive,1,0.8351278680150691,Very High Risk,1
15632826,1021,Surabaya,26,26-35,19000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.25,Inactive,-1,0.7193075770030464,Very High Risk,0
15632848,1022,Surabaya,45,36-45,43000000,Very High Income,138051117.5,Low Risk,175861.0227585029,-0.1847116186550866,-0.06137439583685511,1.0,Low,1,1,1.0,0.75,Active,1,0.43803407391597,Medium Risk,1
15632850,1022,Surabaya,29,26-35,25000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.75,High,3,2,1.0,0.25,Inactive,-1,0.6624437889850587,High Risk,0
15632859,1022,Surabaya,36,36-45,13000000,Very High Income,16782493.59,Low Risk,255340.1190295015,3.254200353145197,1.0760683760217216,1.0,Low,1,1,1.0,0.75,Active,-1,0.661817545442179,High Risk,0
15632967,1021,Surabaya,62,55+,22000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.0,Low,1,1,0.25,0.25,Inactive,-1,0.8787292684106185,Very High Risk,1
15633059,1024,Surabaya,47,46-55,28000000,Very High Income,65084429.3,Low Risk,171497.82298205225,-0.43808975438159997,-0.1456618265217628,1.0,Low,1,1,1.0,0.5,Active,0,0.6165950163549911,High Risk,0
15633064,1024,Surabaya,26,26-35,32000000,Very High Income,75816919.5,Low Risk,185219.84433190018,0.11656920936027688,0.039665706778254275,1.0,Low,1,1,1.0,0.5,Active,1,0.5918472749444643,High Risk,0
15633108,1024,Surabaya,55,46-55,27000000,Very High Income,46129160.52,Low Risk,178538.2476081806,0.30621112031936165,0.10333513878108362,2.5,High,3,2,1.0,0.75,Active,0,0.5132645073146,High Risk,0
15633181,1023,Surabaya,39,36-45,15000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.0,Inactive,0,0.7891301194332964,Very High Risk,0
15633194,1022,Surabaya,69,55+,27000000,Very High Income,120858958.35,Low Risk,240065.5,-0.39687138375489905,-0.13229046234513414,1.0,Low,1,1,1.0,0.5,Active,0,0.5680511668852168,High Risk,0
15633233,1023,Surabaya,31,26-35,33000000,Very High Income,125691893.0,Low Risk,230097.17628283345,0.31758041811286053,0.10586014021451244,2.0,Medium,2,1,1.0,0.25,Inactive,0,0.5501807647480824,High Risk,0
15633283,1022,Surabaya,39,36-45,32000000,Very High Income,688569.5249999999,Medium Risk,496269.8150969113,105143470.0,inf,2.0,Medium,2,1,1.0,0.75,Active,-1,0.5606434679091745,High Risk,0
15633474,1023,Surabaya,22,18-25,9000000,High Income,106937613.8,Low Risk,144150.39834954788,0.19057688355611677,0.06363179130243943,2.0,Medium,2,1,1.0,0.75,Active,1,0.5456901732908727,High Risk,0
15633516,1024,Surabaya,40,36-45,52000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.0,Inactive,0,0.6531599052270199,High Risk,0
15633574,1024,Surabaya,24,18-25,5000000,Medium Income,49011957.64,Low Risk,244588.7899121026,0.6892049862649138,0.23073432231773827,1.0,Low,1,1,1.0,0.75,Active,-1,0.6610417805323098,High Risk,0
15633586,1022,Surabaya,31,26-35,34000000,Very High Income,296864.235,High Risk,593728.47,118745694.0,inf,2.0,Medium,2,1,1.0,0.5,Active,0,0.6087835192087468,High Risk,0
15633608,1021,Surabaya,39,36-45,39000000,Very High Income,0.0,Very High Risk,0.0,0.0,,3.0,High,3,1,1.0,0.0,Inactive,0,0.6545138049417338,High Risk,1
15633612,1024,Surabaya,66,55+,0,Low Income,40205580.77,Low Risk,127227.23025719245,0.047985975216536005,0.017218586785535304,1.0,Low,1,1,1.0,1.0,Active,0,0.6325380154878082,High Risk,0
15633640,1024,Surabaya,40,36-45,19000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.0,Inactive,0,0.7744306368164017,Very High Risk,0
15633818,1024,Surabaya,39,36-45,32000000,Very High Income,12007504.9,Low Risk,137402.0,-2.275582078674058,-0.758527422369748,2.0,Medium,2,1,1.0,0.25,Inactive,1,0.6602922713681614,High Risk,0
15633854,1024,Surabaya,68,55+,24000000,Very High Income,61493807.8,Low Risk,249400.0,0.8161033646809522,0.27203445934449455,1.25,Medium,2,2,1.0,0.5,Active,-1,0.623051351892014,High Risk,0
15633870,1022,Surabaya,42,36-45,27000000,Very High Income,82679754.47,Low Risk,156773.63501000416,0.07408954828521595,0.025187287065793946,2.0,Medium,2,1,1.0,0.75,Active,0,0.5022538428517676,High Risk,0
15633950,1024,Surabaya,59,55+,27000000,Very High Income,373339.63,High Risk,463056.04298765236,95372126.0,inf,2.0,Medium,2,1,1.0,0.75,Active,0,0.579312954136897,High Risk,0
15634267,1024,Surabaya,24,18-25,18000000,Very High Income,33874654.07,Low Risk,390398.3182464631,-2.4980973600294427,-0.8392867627831683,1.0,Low,1,1,1.0,0.75,Active,1,0.6274407129099725,High Risk,0
15634310,1023,Surabaya,43,36-45,51000000,Very High Income,89702781.18,Low Risk,330875.9856411462,0.9043271787597486,0.30077273221789846,2.25,High,3,2,1.0,0.75,Active,0,0.3958768067007453,Medium Risk,0
15634373,1023,Surabaya,57,55+,0,Low Income,236847.845,High Risk,473695.69,94739138.0,inf,2.0,Medium,2,1,1.0,0.25,Inactive,1,0.7889083714142509,Very High Risk,0
15634491,1021,Surabaya,26,26-35,21000000,Very High Income,335848.12,High Risk,671696.24,134339248.0,inf,2.0,Medium,2,1,1.0,0.5,Active,0,0.656520339179022,High Risk,0
15634501,1023,Surabaya,30,26-35,20000000,Very High Income,24224526.48,Low Risk,200733.9975465043,0.33883968950609883,0.1223757338132514,1.25,Medium,2,2,1.0,0.5,Active,1,0.6726440770628165,High Risk,1
15634591,1022,Surabaya,49,46-55,23000000,Very High Income,93888791.8,Low Risk,82340.65383666808,-0.18550325823194738,-0.061861688433543595,1.25,Medium,2,2,1.0,0.5,Active,0,0.5963965248915805,High Risk,0
15634602,1023,Surabaya,58,55+,22000000,Very High Income,79274403.35,Low Risk,135802.35340713602,-0.3097815867817971,-0.10328722340980923,2.0,Medium,2,1,1.0,0.5,Active,1,0.5789395047675279,High Risk,0
15634628,1022,Surabaya,22,18-25,4000000,Medium Income,18486166.0,Low Risk,377706.6665499167,4.377697609453875,1.4438385745506674,3.0,High,3,1,0.25,0.5,Active,1,0.7796074304300186,Very High Risk,1
15634719,1022,Surabaya,63,55+,30000000,Very High Income,140349181.05,Low Risk,192198.00772879168,0.29055107363408883,0.09679415309681674,1.0,Low,1,1,1.0,0.75,Active,-1,0.4836558379498928,Medium Risk,0
15634792,1022,Surabaya,69,55+,30000000,Very High Income,110831815.4,Low Risk,221515.0,-0.3993327218091521,-0.13311090846953588,1.0,Low,1,1,1.0,0.5,Active,0,0.5664144346638516,High Risk,0
15634815,1021,Surabaya,67,55+,17000000,Very High Income,76758982.65,Low Risk,385462.4319890547,1.0625319575673058,0.353247132090595,1.5,Medium,2,2,1.0,0.5,Active,0,0.622878621824425,High Risk,1
15634896,1024,Surabaya,27,26-35,40000000,Very High Income,157173.165,High Risk,111962.12925234482,20673822.0,inf,2.0,Medium,2,1,1.0,1.0,Active,0,0.4766189609633997,Medium Risk,0
15634936,1021,Surabaya,45,36-45,33000000,Very High Income,684664.56,Medium Risk,794726.9747177275,127005512.00000001,inf,2.0,Medium,2,1,1.0,0.75,Active,0,0.5569722532656407,High Risk,0
15634974,1023,Surabaya,32,26-35,16000000,Very High Income,55449516.64,Low Risk,180122.02657828017,-0.6037623502373545,-0.20141368479713595,2.0,Medium,2,1,1.0,0.75,Active,-1,0.5681716410192373,High Risk,0
15635240,1022,Surabaya,35,26-35,46000000,Very High Income,189963449.85,Low Risk,309732.64532967244,0.3980752517934665,0.1325510323966957,2.75,High,3,2,1.0,1.0,Active,0,0.2420496681421916,Low Risk,0
15635244,1022,Surabaya,50,46-55,16000000,Very High Income,97662003.78,Low Risk,73767.59669563595,-0.10725658903367136,-0.035705407579796525,2.5,High,3,2,1.0,0.75,Active,0,0.5054406288135787,High Risk,0
15635256,1021,Surabaya,43,36-45,22000000,Very High Income,141145341.9,Low Risk,271181.4214383672,0.3333321673449345,0.11111072323683284,1.5,Medium,2,2,1.0,0.5,Active,-1,0.5442227506140899,High Risk,0
15635285,1021,Surabaya,55,46-55,25000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.75,High,3,2,1.0,0.25,Inactive,-1,0.6624437889850587,High Risk,0
15635364,1024,Surabaya,31,26-35,30000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.25,Medium,2,2,1.0,0.25,Inactive,-1,0.7136985638992311,Very High Risk,0
15635367,1024,Surabaya,47,46-55,27000000,Very High Income,35863700.56,Low Risk,134927.0,0.7567136259964526,0.2522378824053003,1.0,Low,1,1,1.0,0.5,Active,-1,0.6476276985745161,High Risk,0
15635435,1022,Surabaya,68,55+,27000000,Very High Income,259129.59,High Risk,262661.9577784919,40160312.0,inf,2.5,High,3,2,1.0,1.0,Active,0,0.5010871137042802,High Risk,0
15635597,1023,Surabaya,66,55+,0,Low Income,11719080.13,Low Risk,168743.0,-2.8592142534823726,-0.9530714985726033,2.0,Medium,2,1,1.0,0.5,Active,0,0.7230351092360916,Very High Risk,1
15635775,1021,Surabaya,29,26-35,29000000,Very High Income,56390280.93,Low Risk,185434.22110526595,0.6968911973989469,0.23216879331057574,2.25,High,3,2,1.0,0.75,Active,0,0.5079126803319036,High Risk,1
15635939,1021,Surabaya,48,46-55,29000000,Very High Income,91027253.66,Low Risk,232840.16741175338,0.44402785043759563,0.14800928510880035,1.75,Medium,2,2,1.0,0.25,Inactive,0,0.6089397570946112,High Risk,1
15635942,1022,Surabaya,56,55+,30000000,Very High Income,163163763.95,Low Risk,361578.5358723376,0.498601490241297,0.16593183892934515,3.0,High,3,1,1.0,0.75,Active,1,0.369456921862471,Medium Risk,1
15636016,1023,Surabaya,42,36-45,28000000,Very High Income,145573006.05,Low Risk,62598.5,0.08605840426327108,0.028686134951609137,1.0,Low,1,1,1.0,0.5,Active,-1,0.5412378500269828,High Risk,0
15636023,1023,Surabaya,48,46-55,30000000,Very High Income,1203109.06,Low Risk,825425.774859142,187985208.0,inf,1.5,Medium,2,2,1.0,0.75,Active,0,0.5907211826585379,High Risk,0
15636395,1024,Surabaya,52,46-55,29000000,Very High Income,50178339.18,Low Risk,209075.43976756334,0.31772919065052474,0.10781241552809684,1.0,Low,1,1,1.0,1.0,Active,0,0.5166298041214445,High Risk,0
15636396,1021,Surabaya,52,46-55,21000000,Very High Income,86648692.17,Low Risk,392988.2948905731,0.9596554562422261,0.319127129638456,1.5,Medium,2,2,1.0,0.75,Active,-1,0.5437968712515198,High Risk,1
15636423,1024,Surabaya,25,18-25,21000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.25,Inactive,-1,0.7119578356945989,Very High Risk,0
15636454,1024,Surabaya,45,36-45,44000000,Very High Income,18399398.53,Low Risk,204794.88505555177,2.7620219414712115,0.9144396983667388,2.0,Medium,2,1,1.0,0.5,Active,1,0.5550863742307814,High Risk,0
15636478,1023,Surabaya,45,36-45,15000000,Very High Income,114942228.0,Low Risk,88271.0,-0.15353298694820464,-0.051177662761144514,1.75,Medium,2,2,1.0,0.5,Active,0,0.582874570052175,High Risk,0
15636520,1022,Surabaya,48,46-55,19000000,Very High Income,54261712.27,Low Risk,46548.606197357476,-0.1245527339797977,-0.04148288734415011,2.0,Medium,2,1,1.0,0.75,Active,0,0.5582591070071212,High Risk,0
15636551,1022,Surabaya,59,55+,25000000,Very High Income,36712425.61,Low Risk,122599.14041161409,-0.49811699332884174,-0.1652173032883601,1.0,Low,1,1,1.0,0.5,Active,0,0.6541828238350459,High Risk,1
15636572,1022,Surabaya,55,46-55,28000000,Very High Income,14224138.07,Low Risk,245108.0,3.4763184249612866,1.1587728904936645,2.0,Medium,2,1,1.0,0.25,Inactive,1,0.6729164384406069,High Risk,0
15636589,1023,Surabaya,67,55+,24000000,Very High Income,563445.5249999999,Medium Risk,375630.35,75126070.0,inf,2.0,Medium,2,1,1.0,0.25,Inactive,0,0.7004056997048094,Very High Risk,0
15636590,1024,Surabaya,42,36-45,27000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.25,Inactive,-1,0.6899086117692568,High Risk,0
15636592,1024,Surabaya,42,36-45,30000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.75,Medium,2,2,1.0,0.0,Inactive,0,0.7456119143174894,Very High Risk,0
15636626,1023,Surabaya,60,55+,16000000,Very High Income,71153067.4,Low Risk,169134.48733379797,0.051892027183950216,0.018158037398278516,2.0,Medium,2,1,1.0,1.0,Active,0,0.4983461832465139,Medium Risk,0
15636673,1023,Surabaya,28,26-35,29000000,Very High Income,45275385.47,Low Risk,207192.0,0.9215783396275039,0.3071927867077143,2.0,Medium,2,1,1.0,0.5,Active,-1,0.5850468793084803,High Risk,0
15636684,1023,Surabaya,40,36-45,48000000,Very High Income,18071445.34,Low Risk,245571.53097264757,-2.81436111004848,-0.9417696168766273,1.0,Low,1,1,1.0,0.75,Active,0,0.5319902956905957,High Risk,0
15636700,1023,Surabaya,63,55+,17000000,Very High Income,46605379.06,Low Risk,290854.5947657237,-1.2258217521421275,-0.4096661040477345,1.0,Low,1,1,1.0,0.5,Active,0,0.6743195438073437,High Risk,0
15636756,1024,Surabaya,46,46-55,23000000,Very High Income,111211608.4,Low Risk,121325.0,-0.21806870288230357,-0.07268956828069273,2.0,Medium,2,1,1.0,0.5,Active,0,0.5453635305010508,High Risk,0
15636860,1021,Surabaya,24,18-25,7000000,High Income,268389.46499999997,High Risk,207883.33142466258,42222362.0,inf,2.0,Medium,3,3,1.0,0.75,Active,1,0.6529086264695696,High Risk,0
15636935,1022,Surabaya,65,55+,28000000,Very High Income,651755.67,Medium Risk,752582.6230407298,130351134.00000001,inf,2.0,Medium,2,1,1.0,0.5,Active,-1,0.6305004771905782,High Risk,0
15636999,1023,Surabaya,63,55+,0,Low Income,78761826.15,Low Risk,538874.4413701581,-1.5429195409421566,-0.5169269557892135,1.0,Low,1,1,1.0,1.0,Active,0,0.5964398570483975,High Risk,0
15637118,1024,Surabaya,23,18-25,4000000,Medium Income,491938.39999999997,High Risk,396561.6776703131,81356320.0,inf,2.0,Medium,2,1,1.0,0.5,Active,0,0.718847001287475,Very High Risk,0
15637138,1022,Surabaya,39,36-45,18000000,Very High Income,66363821.78,Low Risk,461835.77613729035,-1.446870413882999,-0.484047178010083,2.0,Medium,2,1,1.0,0.75,Active,0,0.5506034172751489,High Risk,0
15637240,1024,Surabaya,34,26-35,31000000,Very High Income,77205224.5,Low Risk,215682.5996937784,0.4757116456901387,0.1586005672283582,2.0,Medium,2,1,1.0,0.5,Active,1,0.547802930799876,High Risk,1
15637411,1023,Surabaya,26,26-35,14000000,Very High Income,1015887.0,Low Risk,687339.1875602612,127158000.0,inf,2.0,Medium,2,1,1.0,0.75,Active,-1,0.6264846897714168,High Risk,0
15637414,1021,Surabaya,24,18-25,8000000,High Income,111647917.7,Low Risk,214106.971813157,-0.39891996387804946,-0.13310615276688198,1.75,Medium,2,2,1.0,0.75,Active,-1,0.5565598920456803,High Risk,1
15637428,1023,Surabaya,30,26-35,19000000,Very High Income,644620.02,Medium Risk,429746.68000000005,85949336.0,inf,2.0,Medium,2,1,1.0,0.5,Active,-1,0.6635809938075299,High Risk,0
15637461,1023,Surabaya,36,36-45,15000000,Very High Income,60393877.54,Low Risk,226094.6540019246,0.12484782266276441,0.043331877518260065,1.75,Medium,2,2,1.0,0.5,Active,0,0.6339452844878444,High Risk,1
15637593,1022,Surabaya,28,26-35,39000000,Very High Income,260946.46999999997,High Risk,357252.5020308202,28682294.0,inf,2.0,Medium,2,1,1.0,0.5,Active,1,0.5904427938274549,High Risk,0
15637644,1022,Surabaya,62,55+,22000000,Very High Income,291680.88,High Risk,336804.06917093386,58336176.0,inf,2.0,Medium,2,1,1.0,0.25,Inactive,0,0.7080098797719262,Very High Risk,0
15637650,1021,Surabaya,22,18-25,14000000,Very High Income,465694.89,High Risk,567420.1622714419,115321178.0,inf,2.0,Medium,2,1,1.0,0.5,Active,1,0.6821228651455107,High Risk,0
15637678,1022,Surabaya,23,18-25,19000000,Very High Income,91003980.59,Low Risk,115731.0,0.25450454615450085,0.08483484965096841,1.0,Low,1,1,1.0,0.5,Active,0,0.6254017572516909,High Risk,0
15637774,1021,Surabaya,63,55+,26000000,Very High Income,37018815.67,Low Risk,182756.18014789541,0.9282292257637538,0.3090182171423317,2.0,Medium,2,1,1.0,0.5,Active,1,0.6038016777005866,High Risk,1
15637788,1023,Surabaya,25,18-25,13000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.0,Inactive,0,0.7964798607417438,Very High Risk,0
15637857,1021,Surabaya,22,18-25,4000000,Medium Income,57318729.35,Low Risk,230229.18805019054,0.9528189333070101,0.3168729097116666,2.0,Medium,2,1,1.0,0.75,Active,1,0.6105200445931117,High Risk,0
15637954,1024,Surabaya,37,36-45,60000000,Very High Income,45287942.27,Low Risk,40976.2552492294,0.16292725159815002,0.05433733643341876,1.0,Low,1,1,1.0,0.5,Active,1,0.517533551554872,High Risk,0
15637993,1022,Surabaya,68,55+,17000000,Very High Income,125065350.2,Low Risk,186145.80969050401,-0.25746455435201765,-0.08582151880266822,1.0,Low,1,1,1.0,0.25,Inactive,0,0.6559847126500065,High Risk,0
15638149,1024,Surabaya,59,55+,17000000,Very High Income,22322773.68,Low Risk,196415.0,1.7675484828046941,0.5891828541119952,1.0,Low,1,1,1.0,0.5,Active,0,0.6970540535525175,High Risk,0
15638269,1021,Surabaya,46,46-55,26000000,Very High Income,16831550.1,Low Risk,154058.00000000093,1.856068590275147,0.6186895673611303,2.0,Medium,2,1,1.0,0.5,Active,-1,0.6227019389636381,High Risk,0
15638355,1021,Surabaya,42,36-45,16000000,Very High Income,38061148.85,Low Risk,249806.23732588557,0.9625640033284979,0.3225163901970918,2.0,Medium,2,1,1.0,0.75,Active,1,0.5844514434040349,High Risk,0
15638607,1021,Surabaya,36,36-45,21000000,Very High Income,20049180.79,Low Risk,199896.33882923753,-2.3993470028023594,-0.8044990096428228,2.0,Medium,2,1,1.0,0.5,Active,1,0.6380637960411468,High Risk,0
15638646,1023,Surabaya,34,26-35,23000000,Very High Income,183819625.75,Low Risk,217737.38934991544,-0.17623309494647535,-0.05869408409303981,3.25,Very High,4,2,0.25,1.0,Active,0,0.433141003562761,Medium Risk,1
15638730,1024,Surabaya,38,36-45,39000000,Very High Income,63694890.68,Low Risk,251702.36693944034,-0.008772409171407576,-0.0013378694118067655,2.0,Medium,2,1,1.0,1.0,Active,0,0.4208068517229284,Medium Risk,0
15638788,1021,Surabaya,50,46-55,15000000,Very High Income,332447.33999999997,High Risk,263890.2689453205,40731312.0,inf,1.0,Low,1,1,1.0,1.0,Active,0,0.6147460462369827,High Risk,0
15638871,1021,Surabaya,69,55+,23000000,Very High Income,13836224.72,Low Risk,23353.0,0.33841994023906424,0.11280665492003905,2.75,High,3,2,1.0,0.5,Active,-1,0.6017163504089851,High Risk,0
15638963,1023,Surabaya,60,55+,30000000,Very High Income,28834224.38,Low Risk,187513.38833000697,1.1696277562697466,0.390755830334973,2.0,Medium,2,1,1.0,0.75,Active,0,0.5416419320555624,High Risk,0
15638988,1021,Surabaya,41,36-45,59000000,Very High Income,5675264.5,Low Risk,187073.866143831,-4.769984889577716,-1.5595508841307448,1.5,Medium,2,2,1.0,0.5,Active,1,0.5350859526180207,High Risk,0
15638989,1021,Surabaya,47,46-55,21000000,Very High Income,101902857.9,Low Risk,322048.78768027265,-0.7653231928145561,-0.2555578079337262,3.0,High,3,1,1.0,1.0,Active,0,0.40476302055580515,Medium Risk,1
15639004,1022,Surabaya,40,36-45,36000000,Very High Income,331561.83,High Risk,383633.973627552,63318966.0,inf,2.0,Medium,2,1,1.0,0.75,Active,0,0.5462782325772835,High Risk,0
15639077,1023,Surabaya,70,55+,15000000,Very High Income,105266285.15,Low Risk,215254.39781395873,-0.3980419582697408,-0.13263950264315777,1.75,Medium,2,2,1.0,0.5,Active,1,0.5919336398502721,High Risk,1
15639133,1023,Surabaya,55,46-55,23000000,Very High Income,97416701.48,Low Risk,137316.5,-0.28132090595401504,-0.09377363627857868,2.0,Medium,2,1,1.0,0.5,Active,-1,0.55827896691731,High Risk,1
15639217,1024,Surabaya,62,55+,18000000,Very High Income,96156130.72,Low Risk,174281.3687680547,-0.2197030268439767,-0.07304686946446223,2.75,High,3,2,1.0,0.75,Active,1,0.4878959015272614,Medium Risk,1
15639265,1023,Surabaya,67,55+,28000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.25,Inactive,-1,0.6862337411150332,High Risk,0
15639277,1023,Surabaya,31,26-35,19000000,Very High Income,52455776.59,Low Risk,186833.47817129386,-0.073794175076334,-0.0228632864398004,1.5,Medium,2,2,1.0,0.75,Active,-1,0.5831596177669651,High Risk,0
15639314,1021,Surabaya,34,26-35,50000000,Very High Income,52247543.54,Low Risk,246525.18546117487,0.02417325995413943,0.010282923697783424,1.0,Low,1,1,1.0,0.5,Active,1,0.5477663542054425,High Risk,0
15639357,1024,Surabaya,46,46-55,22000000,Very High Income,135287.685,High Risk,270575.37,54115074.0,inf,2.0,Medium,2,1,1.0,0.5,Active,0,0.6530332425750969,High Risk,0
15639368,1022,Surabaya,49,46-55,16000000,Very High Income,53636803.1,Low Risk,107580.2688646947,-0.035655764920577204,-0.01136846828159177,1.0,Low,1,1,1.0,0.75,Active,0,0.6162882069234011,High Risk,0
15639415,1023,Surabaya,55,46-55,19000000,Very High Income,110025561.2,Low Risk,234065.45489883807,0.21796956867701744,0.07299054458163404,1.0,Low,1,1,1.0,0.5,Active,1,0.6075928647140378,High Risk,1
15639576,1024,Surabaya,69,55+,23000000,Very High Income,168756.945,High Risk,112504.62999999999,22500926.0,inf,1.0,Low,1,1,1.0,0.25,Inactive,0,0.7508695150393816,Very High Risk,1
15639590,1021,Surabaya,29,26-35,24000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.0,Low,1,1,1.0,0.0,Inactive,0,0.8024757023354769,Very High Risk,0
15639662,1024,Surabaya,44,36-45,54000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.0,Low,1,1,1.0,0.25,Inactive,-1,0.6371065228954114,High Risk,1
15639669,1023,Surabaya,49,46-55,17000000,Very High Income,30975352.13,Low Risk,185577.8842164389,0.008710140278489412,0.007729757549531276,1.0,Low,1,1,1.0,0.75,Active,0,0.633830045508359,High Risk,0
15639788,1024,Surabaya,30,26-35,37000000,Very High Income,194580.305,High Risk,389160.61000000004,77832122.0,inf,2.0,Medium,2,1,1.0,0.25,Inactive,1,0.652977730053845,High Risk,0
15639882,1022,Surabaya,51,46-55,24000000,Very High Income,1096875.205,Low Risk,731827.2104820287,150359294.0,inf,2.0,Medium,2,1,1.0,0.75,Active,0,0.5896601582875396,High Risk,0
15640034,1023,Surabaya,45,36-45,51000000,Very High Income,1068597.49,Low Risk,715647.919849574,137662732.0,inf,2.75,High,3,2,1.0,0.75,Active,-1,0.4556505614488949,Medium Risk,0
15640106,1024,Surabaya,43,36-45,53000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.0,Inactive,0,0.6494850345727964,High Risk,0
15640133,1023,Surabaya,43,36-45,55000000,Very High Income,139494323.15,Low Risk,244806.20316265817,0.2993805594707131,0.09980373496178234,1.0,Low,1,1,0.25,0.5,Active,0,0.5717343738963461,High Risk,1
15640280,1021,Surabaya,70,55+,29000000,Very High Income,168152638.4,Low Risk,0.0,0.0,0.0,2.0,Medium,2,1,1.0,0.25,Inactive,-1,0.525126513571703,High Risk,1
15640377,1024,Surabaya,39,36-45,52000000,Very High Income,111940861.85,Low Risk,230187.27376837467,-0.017126618683540783,-0.00523670727812231,1.75,Medium,2,2,1.0,0.75,Active,1,0.3945913152589898,Medium Risk,0
15640421,1023,Surabaya,47,46-55,20000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.0,Inactive,0,0.7707557661621779,Very High Risk,0
15640442,1024,Surabaya,70,55+,29000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.75,Medium,3,3,1.0,0.25,Inactive,-1,0.6941637251583579,High Risk,1
15640464,1021,Surabaya,40,36-45,23000000,Very High Income,157138579.05,Low Risk,176944.53016764886,-0.15258942892600685,-0.05079460176202755,1.0,Low,1,1,1.0,0.5,Active,1,0.5487839734618751,High Risk,0
15640491,1024,Surabaya,35,26-35,40000000,Very High Income,61138480.41,Low Risk,33336.5,0.10908216977377379,0.036360723852816676,1.0,Low,1,1,1.0,0.25,Inactive,1,0.6313140100402903,High Risk,0
15640635,1022,Surabaya,68,55+,0,Low Income,18792739.65,Low Risk,390676.2248267952,-4.582009247418164,-1.5508032853267553,2.0,Medium,2,1,1.0,0.75,Active,1,0.6612893588681247,High Risk,0
15640648,1024,Surabaya,35,26-35,32000000,Very High Income,22243420.47,Low Risk,18863.5,0.169825728768693,0.056608578804429044,1.0,Low,1,1,1.0,0.25,Inactive,0,0.6971283477354451,High Risk,1
15640667,1024,Surabaya,68,55+,26000000,Very High Income,125951571.05,Low Risk,133698.22000404494,-0.04398247114494645,-0.01455301521728162,3.0,High,3,1,0.25,0.5,Active,1,0.5981461425804561,High Risk,1
15640686,1024,Surabaya,38,36-45,37000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.25,Inactive,-1,0.6531599052270199,High Risk,0
15640789,1022,Surabaya,46,46-55,17000000,Very High Income,166404.0,High Risk,177664.14189325506,22242000.0,inf,1.0,Low,1,1,0.25,1.0,Active,0,0.7315786470417559,Very High Risk,1
15640866,1021,Surabaya,50,46-55,24000000,Very High Income,73278437.24,Low Risk,49497.5,-0.13495756929454403,-0.04498585704479548,1.5,Medium,2,2,1.0,0.5,Active,-1,0.6004131764838465,High Risk,0
15640922,1021,Surabaya,27,26-35,40000000,Very High Income,154680107.8,Low Risk,248967.69126736102,-0.09747296792675725,-0.032251461154575445,1.5,Medium,2,2,1.0,1.0,Active,0,0.3551570789729321,Medium Risk,0
